set;id;numero;nome;url;pagina;status;erro
smp;smp-SM166;SM166;Magikarp e Wailord GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_166_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/166;baixado;
smp;smp-SM167;SM167;Celebi e Venusaur GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_167_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/167;baixado;
smp;smp-SM168;SM168;Pikachu e Zekrom GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_168_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/168;baixado;
smp;smp-SM169;SM169;Eevee e Snorlax GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_169_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/169;baixado;
smp;smp-SM17;SM17;Lunala GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_017_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/17;baixado;
smp;smp-SM170;SM170;Detective Pikachu;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_170_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/170;baixado;
smp;smp-SM171;SM171;Flareon GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_171_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/171;baixado;
smp;smp-SM172;SM172;Vaporeon GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_172_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/172;baixado;
smp;smp-SM173;SM173;Jolteon GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_173_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/173;baixado;
smp;smp-SM174;SM174;Eevee GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_174_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/174;baixado;
smp;smp-SM175;SM175;Eevee GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_175_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/175;baixado;
smp;smp-SM176;SM176;Eevee GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_176_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/176;baixado;
smp;smp-SM177;SM177;Meltan;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_177_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/177;baixado;
smp;smp-SM178;SM178;Melmetal GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_178_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/178;baixado;
smp;smp-SM179;SM179;Volcanion;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_179_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/179;baixado;
smp;smp-SM18;SM18;Sandslash de Alola;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_018_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/18;baixado;
smp;smp-SM180;SM180;Stakataka;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_180_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/180;baixado;
smp;smp-SM181;SM181;Melmetal;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_181_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/181;baixado;
smp;smp-SM182;SM182;Persian;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_182_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/182;baixado;
smp;smp-SM183;SM183;Pikachu;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_183_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/183;baixado;
smp;smp-SM184;SM184;Eevee;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_184_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/184;baixado;
smp;smp-SM185;SM185;Typhlosion;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_185_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/185;baixado;
smp;smp-SM186;SM186;Flareon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_186_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/186;baixado;
smp;smp-SM187;SM187;Marowak de Alola GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_187_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/187;baixado;
smp;smp-SM188;SM188;Kangaskhan GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_188_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/188;baixado;
smp;smp-SM189;SM189;Blastoise GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_189_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/189;baixado;
smp;smp-SM19;SM19;Oricorio;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_019_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/19;baixado;
smp;smp-SM190;SM190;Detective Pikachu;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_190_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/190;baixado;
smp;smp-SM191;SM191;Mewtwo e Mew GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_191_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/191;baixado;
